"Limon", 285.28, 651
"Lima", 1057.87, 160
"Durazno", 141.38, 928
"Durazno", 146.65, 760
"Acelga", 17.77, 810
"Palta", 1150.90, 420
"Champignon", 3747.74, 94
"Zanahoria", 38.93, 534
"Mandarina", 16.38, 970
"Pomelo", 48.88, 909
"Acelga", 19.69, 972
"Durazno", 182.01, 864
"Batata", 16.30, 1000
"Cereza", 1014.95, 164
"Apio", 55.56, 285
"Banana", 52.46, 910
"Brocoli", 349.95, 344
"Papa", 23.99, 970
"Champignon", 3668.82, 88
"Kinoto", 29.70, 240
"Limon", 311.11, 714
"Durazno", 150.79, 696
"Esparrago", 664.71, 174
"Palta", 505.07, 495
"Papa", 16.70, 1040
"Durazno", 170.72, 752
"Lima", 1228.17, 232
"Mandarina", 17.71, 1020
"Cereza", 1034.87, 174
"Pera", 157.26, 850
"Durazno", 152.79, 784
"Apio", 60.22, 303
"Choclo", 55.51, 258
"Choclo", 63.79, 330
"Apio", 41.81, 264
"Limon", 308.93, 609
"Pera", 167.14, 970
"Ajo", 883.71, 118
"Zuccini", 103.68, 564
"Apio", 68.13, 315
"Zuccini", 97.96, 510
"Durazno", 140.22, 936
"Durazno", 160.18, 848
"Caqui", 774.43, 89
"Pera", 134.51, 800
"TomCherry", 527.36, 222
"Lechuga", 47.52, 1053
"Uva", 680.14, 303
"Caqui", 813.08, 108
"Banana", 52.88, 810
"Lima", 1073.87, 166
"Kinoto", 36.83, 236
"Durazno", 273.13, 872
"Lechuga", 41.71, 990
"Palta", 493.97, 520
"Naranja", 3.56, 860
"Cereza", 1055.90, 178
"Palta", 519.04, 570
"Zuccini", 81.85, 678
"Pepino", 46.40, 470
"Coliflor", 28.02, 425
"TomCherry", 536.37, 222
"Cereza", 1081.21, 174
"Durazno", 179.89, 712
"Palta", 441.06, 450
"Melon", 95.74, 324
"Higo", 2511.18, 106
"Frambuesa", 2080.85, 118
"Naranja", 14.20, 1100
"Higo", 2464.59, 102
"Tomate", 717.44, 801
"Palta", 1132.01, 396
"Pera", 139.61, 910
"Alcachofa", 134.48, 303
"TomCherry", 530.11, 236
"Manzana", 122.67, 830
"Pera", 164.07, 980
"Palta", 1137.52, 404
"Rabanito", 220.93, 318
"Tomate", 747.34, 972
"Esparrago", 656.45, 162
"Uva", 670.76, 333
"Uva", 712.13, 330
"Durazno", 273.05, 920
"Alcachofa", 162.60, 276
"Calabaza", 25.58, 848
"Kiwi", 445.19, 384
"Higo", 2541.06, 98
"Frambuesa", 2159.09, 110
"Morron", 2939.30, 528
"Lima", 1061.26, 172
"Kinoto", 33.86, 190
"Kinoto", 40.84, 182
"Higo", 2530.28, 80
"Zuccini", 82.28, 714
"Zanahoria", 39.61, 648
"Sandia", 56.19, 891
"Zanahoria", 34.16, 702
"Repollo", 6.12, 756
"Palta", 1087.37, 356
"Banana", 65.44, 870
"Frutilla", 297.18, 252
"Sandia", 70.05, 1062
"Tomate", 745.92, 963
"Lechuga", 30.57, 720
"Cebolla", 61.30, 776
"Lechuga", 38.27, 801
"Apio", 66.81, 354
"Sandia", 60.43, 801
"Lima", 1341.45, 184
"Lechuga", 33.74, 963
"Kinoto", 27.12, 176
"Lima", 1407.69, 166
"Tomate", 738.81, 756
"Lima", 1011.72, 238
"Mandarina", 13.47, 880
"Durazno", 193.86, 696
"Uva", 687.57, 321
"Kiwi", 428.23, 404
"Higo", 2425.76, 97
"Higo", 2462.33, 98
"Rabanito", 242.28, 294
"Cereza", 978.62, 188
"Durazno", 178.48, 848
"Alcachofa", 171.41, 360
"Pomelo", 48.42, 918
"Caqui", 819.80, 96
"Alcachofa", 151.30, 327
"Ajo", 929.55, 108
"Alcachofa", 145.04, 318
"Esparrago", 684.30, 190
"Durazno", 141.39, 856
"Durazno", 248.43, 696
"Mandarina", 19.24, 800
"Lima", 1036.63, 186
"Lechuga", 47.37, 819
"Tomate", 713.44, 720
"Zuccini", 91.68, 624
"Uva", 699.16, 300
"Tomate", 720.64, 1062
"Frambuesa", 2066.64, 100
"Naranja", 21.30, 870
"Esparrago", 618.54, 170
"Cebolla", 56.01, 664
"Banana", 78.10, 1080
"Manzana", 134.96, 1200
"Choclo", 55.42, 273
"Durazno", 252.82, 760
"Cebolla", 62.91, 736
"Melon", 106.83, 440
"Apio", 58.55, 306
"Cereza", 981.54, 166
"Higo", 2486.65, 83
"Banana", 60.53, 810
"Coliflor", 26.53, 495
"Lechuga", 36.99, 828
"Coliflor", 24.30, 420
"Palta", 500.24, 470
"Manzana", 129.73, 900
"Durazno", 235.84, 936
"Esparrago", 576.00, 220
"Rabanito", 235.20, 288
"Durazno", 132.62, 776
"Lima", 1019.66, 200
"Brocoli", 344.97, 376
"Cereza", 990.71, 182
"Limon", 317.92, 581
"Ajo", 890.70, 115
"Pomelo", 38.38, 729
"Naranja", 8.34, 800
"Acelga", 23.36, 954
"Pepino", 27.06, 490
"Coliflor", 17.31, 430
"Zuccini", 91.79, 696
"Uva", 672.85, 342
"Choclo", 44.17, 246
"Papa", 12.42, 1000
"Kinoto", 30.18, 190
"Caqui", 793.47, 82
"Ciruela", 911.62, 1071
"Coliflor", 24.69, 440
"Acelga", 20.46, 918
"Durazno", 148.23, 896
"Calabaza", 26.05, 856
"Pera", 156.93, 940
"Lima", 1263.85, 198
"Lima", 1006.50, 230
"Cereza", 961.43, 204
"Papa", 18.19, 970
"Tomate", 762.64, 747
"Pomelo", 45.62, 738
"Lechuga", 40.43, 846
"Limon", 316.21, 567
"TomCherry", 547.29, 192
"Batata", 10.60, 1030
"Tomate", 734.83, 864
"Cebolla", 75.51, 720
"Higo", 2514.42, 93
"Cebolla", 79.20, 664
"Palta", 1125.20, 320
"Lechuga", 35.97, 837
"Melon", 99.74, 448
"Limon", 303.80, 728
"Kinoto", 33.19, 210
"Pera", 139.19, 1170
"Kinoto", 31.08, 172
"Durazno", 137.89, 640
"Lima", 1375.80, 178
"Palta", 1154.86, 448
"Lima", 1074.51, 180
"Durazno", 167.50, 760
"Banana", 57.03, 1160
"TomCherry", 534.71, 208
"Palta", 512.23, 495
"Champignon", 3592.30, 94
"Mandarina", 23.91, 860
"Lima", 1287.40, 206
"Palta", 457.26, 420
"Berenjena", 54.79, 660
"Batata", 14.00, 1070
"Frutilla", 262.59, 315
"Apio", 54.61, 285
"Rabanito", 221.18, 288
"Brocoli", 339.12, 444
"Pomelo", 41.57, 891
"Rabanito", 223.33, 261
"Cebolla", 79.21, 904
"Berenjena", 48.42, 486
"Naranja", 5.37, 1030
"Cereza", 1071.53, 160
"Palta", 1090.45, 448
"Mandarina", 13.62, 1160
"Lima", 1220.03, 218
"Durazno", 123.84, 848
"Calabaza", 23.19, 680
"Berenjena", 43.57, 486
"Ciruela", 936.58, 801
"Cereza", 1060.53, 226
"Durazno", 282.94, 768
"Caqui", 797.61, 80
"TomCherry", 539.86, 176
"Limon", 310.39, 770
"Sandia", 55.08, 900
"Mandarina", 27.54, 970
"Pepino", 36.33, 590
"Banana", 61.54, 870
"Choclo", 66.61, 315
"Champignon", 3546.26, 110
"Esparrago", 657.92, 204
"Champignon", 3455.28, 83
"Repollo", 11.62, 826
"Pomelo", 39.61, 1017
"Palta", 1240.31, 472
"Mandarina", 11.71, 1060
"Naranja", 20.89, 1000
"Pepino", 52.25, 425
"Mandarina", 21.32, 1200
"Durazno", 289.32, 784
"Lima", 1182.34, 194
"Champignon", 3571.34, 105
"Banana", 71.75, 1190
"Kinoto", 30.99, 192
"Zuccini", 97.58, 702
"Limon", 328.89, 805
"Frutilla", 317.60, 333
"Tomate", 770.33, 828
"Mandarina", 18.59, 870
"Durazno", 138.89, 944
"Melon", 101.59, 472
"Palta", 1110.25, 412
"Tomate", 781.18, 864
"Tomate", 696.54, 774
"Banana", 67.59, 840
"Morron", 2971.52, 540
"Lima", 1386.20, 204
"Palta", 1075.44, 376
"Palta", 1134.16, 448
"Palta", 1140.14, 480
"Brocoli", 392.51, 392
"Limon", 335.11, 812
"Apio", 50.73, 312
"Rabanito", 263.75, 309
"Durazno", 130.51, 728
"Pepino", 41.65, 485
"Calabaza", 26.38, 800
"Banana", 52.35, 860
"Ciruela", 885.20, 1035
"Esparrago", 632.21, 166
"Mandarina", 15.81, 1170
"Lechuga", 45.35, 882
"TomCherry", 569.49, 170
"Choclo", 48.31, 309
"Champignon", 3548.78, 115
"Cereza", 1100.74, 192
"Batata", 27.09, 1170
"Rabanito", 212.22, 318
"Champignon", 3502.08, 84
"Berenjena", 44.92, 600
"Banana", 61.57, 960
"Mandarina", 7.67, 1080
"Pepino", 36.35, 545
"Kiwi", 423.12, 424
"Kinoto", 34.10, 240
"Manzana", 138.50, 1130
"Papa", 18.56, 1080
"Naranja", 16.69, 1020
"Uva", 672.54, 261
"Cebolla", 53.53, 704
"Cereza", 1031.97, 214
"Mandarina", 14.47, 820
"Batata", 18.31, 860
"Lima", 1373.90, 194
"Berenjena", 57.59, 606
"Brocoli", 387.08, 456
"TomCherry", 535.24, 186
"Kiwi", 424.58, 376
"Pera", 154.17, 960
"Papa", 18.61, 990
"Brocoli", 363.79, 404
"Frutilla", 279.46, 315
"Melon", 109.59, 476
"Zanahoria", 29.50, 708
"Durazno", 129.79, 816
"Kiwi", 392.67, 440
"TomCherry", 518.04, 230
"Lechuga", 40.71, 918
"Mandarina", 14.20, 970
"Repollo", 6.52, 833
"Berenjena", 53.01, 558
"Alcachofa", 132.04, 327
"Pepino", 36.65, 525
"Choclo", 48.47, 264
"Frambuesa", 1992.83, 111
"Higo", 2499.25, 111
"Alcachofa", 135.08, 261
"Batata", 18.77, 950
"Durazno", 265.40, 800
"Cebolla", 66.53, 648
"Manzana", 131.69, 830
"Naranja", 19.05, 1140
"Melon", 92.83, 464
"Mandarina", 24.72, 810
"Melon", 104.59, 448
"Palta", 1165.73, 464
"Lima", 1401.21, 176
"Lima", 1365.93, 172
"Kiwi", 468.26, 340
"Esparrago", 635.96, 180
"Naranja", 16.95, 1070
"Higo", 2511.75, 119
"Cereza", 1054.57, 216
"Brocoli", 321.72, 332
"Frambuesa", 2045.89, 97
"Berenjena", 44.50, 576
"Mandarina", 20.93, 850
"Lechuga", 44.87, 729
"Pomelo", 35.42, 1035
"Uva", 654.37, 318
"Alcachofa", 151.09, 318
"Papa", 21.33, 920
"Acelga", 26.49, 738
"Caqui", 795.92, 94
"Limon", 302.05, 826
"Pomelo", 41.80, 936
"Coliflor", 23.90, 510
"Limon", 314.66, 560
"Manzana", 141.72, 900
"Lima", 1200.58, 240
"Frutilla", 303.37, 348
"Lechuga", 34.90, 954
"Uva", 722.43, 255
"Zuccini", 91.76, 696
"Banana", 66.63, 910
"Durazno", 144.62, 888
"Mandarina", 18.60, 900
"Durazno", 172.37, 688
"Lima", 1250.75, 214
"Palta", 478.25, 490
"Ajo", 930.44, 80
"Cereza", 993.60, 178
"Lima", 1034.39, 204
"Frambuesa", 2023.60, 92
"Calabaza", 17.46, 752
"Durazno", 262.33, 960
"Caqui", 790.85, 118
"Cereza", 974.77, 190
"Pomelo", 43.16, 738
"Manzana", 155.99, 1120
"Sandia", 63.37, 936
"Rabanito", 220.30, 258
"Pomelo", 39.37, 864
"Batata", 17.92, 1070
"Brocoli", 350.06, 348
"Ajo", 876.45, 116
"Brocoli", 351.10, 444
"Naranja", 7.33, 1040
"Pomelo", 43.56, 810
"Banana", 61.98, 850
"TomCherry", 536.42, 188
"Berenjena", 44.64, 564
"Caqui", 748.09, 120
"Morron", 3000.07, 576
"Mandarina", 20.66, 990
"Morron", 2887.24, 492
"Papa", 21.22, 1050
"Berenjena", 57.14, 660
"Lima", 993.20, 228
"Higo", 2522.86, 107
"Zanahoria", 33.03, 552
"Durazno", 126.07, 784
"Calabaza", 29.36, 848
"Papa", 16.84, 900
"Pera", 127.40, 1060
"Naranja", 14.15, 950
"Palta", 1134.33, 368
"Palta", 516.97, 585
"Lechuga", 41.00, 801
"Manzana", 143.37, 1080
"Pepino", 41.74, 590
"Esparrago", 600.67, 170
"Cereza", 1004.91, 190
"Naranja", 12.72, 850
"Ciruela", 956.48, 972
"Cebolla", 66.37, 688
"Melon", 92.22, 364
"Ajo", 864.80, 101
"Ciruela", 962.99, 792
"Acelga", 19.35, 990
"Zanahoria", 37.30, 624
"Limon", 330.56, 700
"Coliflor", 21.31, 560
"Melon", 107.42, 336
"Apio", 57.98, 276
"Choclo", 51.39, 264
"Pera", 139.12, 910
"Calabaza", 27.62, 872
"Brocoli", 358.44, 408
"Ajo", 925.46, 99
"Cebolla", 61.24, 752
"Pepino", 39.86, 470
"Rabanito", 213.40, 303
"Durazno", 278.74, 664
"Palta", 496.43, 555
"Repollo", 10.20, 784
"Durazno", 167.49, 744
"Uva", 705.15, 288
"Frambuesa", 2033.11, 97
"Champignon", 3568.54, 118
"Lima", 1336.73, 220
"Tomate", 744.88, 810
"Coliflor", 28.87, 575
"Zuccini", 79.36, 510
"Mandarina", 19.61, 800
"Frambuesa", 2047.09, 120
"Alcachofa", 159.02, 297
"Manzana", 149.74, 820
"Lechuga", 35.58, 1062
"Ajo", 912.25, 114
"Rabanito", 245.59, 321
"Banana", 56.99, 810
"Banana", 63.39, 1130
"Berenjena", 49.08, 720
"Pomelo", 45.03, 801
"Lima", 1181.52, 186
"Cebolla", 69.60, 664
"Pomelo", 42.84, 792
"Champignon", 3618.20, 85
"Lima", 1216.98, 182
"Ajo", 908.48, 83
"TomCherry", 544.24, 222
"Naranja", 19.62, 1080
"Esparrago", 626.46, 240
"Durazno", 165.25, 696
"Papa", 23.90, 1040
"Ciruela", 978.70, 882
"Kinoto", 37.36, 232
"Manzana", 137.23, 1020
"Banana", 52.96, 1030
"Kiwi", 422.59, 428
"Ciruela", 920.19, 810
"Manzana", 136.95, 900
"Berenjena", 58.73, 672
"Durazno", 149.88, 872
"Pepino", 36.25, 585
"Uva", 756.21, 243
"Calabaza", 25.33, 936
"Kinoto", 31.74, 228
"Repollo", 6.39, 567
"Sandia", 54.27, 873
"Alcachofa", 141.85, 276
"Choclo", 56.83, 309
"Pepino", 43.31, 485
"Lima", 1342.82, 216
"TomCherry", 560.45, 218
"Palta", 1196.00, 388
"Frambuesa", 1993.94, 109
"Pera", 152.93, 880
"Morron", 2984.31, 540
"Manzana", 139.34, 890
"Pera", 134.70, 870
"Alcachofa", 138.58, 240
"Alcachofa", 142.16, 240
"Frambuesa", 2041.01, 100
"Batata", 21.11, 1130
"Uva", 721.12, 249
"Calabaza", 20.50, 800
"Uva", 696.57, 327
"Caqui", 789.14, 111
"Zuccini", 84.37, 612
"Ajo", 883.03, 109
"Morron", 2967.53, 612
"Manzana", 152.32, 1100
"Ajo", 923.32, 108
"Choclo", 55.07, 261
"Palta", 1155.38, 480
"Repollo", 2.67, 770
"Zanahoria", 46.19, 612
"Acelga", 16.98, 927
"Apio", 62.38, 315
"TomCherry", 573.02, 188
"Repollo", 4.43, 840
"Zuccini", 72.45, 570
"Sandia", 44.39, 1008
"Batata", 15.77, 980
"Alcachofa", 167.15, 318
"Caqui", 815.45, 81
"Ajo", 924.32, 103
"Cebolla", 73.86, 776
"Zanahoria", 30.41, 636
"Naranja", 24.02, 840
"Apio", 48.71, 357
"Caqui", 839.11, 103
"Batata", 16.18, 1030
"Kiwi", 421.34, 440
"Coliflor", 30.12, 410
"TomCherry", 533.86, 192
"Kinoto", 41.91, 170
"Lima", 1069.92, 170
"TomCherry", 551.41, 194
"Alcachofa", 146.35, 351
"Pepino", 34.27, 465
"Zanahoria", 28.41, 558
"Repollo", 9.41, 791
"Naranja", 14.30, 1080
"TomCherry", 518.90, 178
"Choclo", 54.49, 315
"Cebolla", 62.75, 672
"Esparrago", 679.77, 220
"Banana", 60.33, 1170
"Batata", 25.93, 800
"Ciruela", 1000.59, 1035
"Manzana", 144.24, 950
"Sandia", 52.75, 837
"Manzana", 144.49, 1020
"Apio", 58.40, 294
"Kinoto", 36.88, 198
"Cereza", 1064.22, 238
"Naranja", 14.56, 1120
"Kiwi", 431.57, 456
"Durazno", 166.59, 664
"Melon", 104.84, 392
"Banana", 56.59, 940
"Higo", 2517.95, 110
"Pepino", 39.74, 510
"Durazno", 177.02, 696
"TomCherry", 579.56, 236
"Lima", 1318.54, 220
"Cebolla", 68.54, 720
"Acelga", 23.93, 963
"Sandia", 64.54, 1035
"Durazno", 132.25, 760
"Kiwi", 439.23, 420
"Banana", 53.09, 1200
"Palta", 490.00, 485
"Caqui", 835.07, 97
"Lechuga", 36.83, 801
"Lima", 1174.19, 212
"Naranja", 11.79, 940
"Brocoli", 414.46, 336
"Esparrago", 629.60, 176
"Coliflor", 27.55, 435
"Cereza", 1084.07, 186
"Higo", 2449.94, 118
"Durazno", 149.81, 848
"Uva", 728.25, 327
"Cebolla", 67.59, 832
"Choclo", 47.53, 294
"Melon", 83.77, 476
"Palta", 1116.70, 360
"Kinoto", 30.93, 188
"Brocoli", 356.40, 372
"Lima", 1206.29, 192
"Manzana", 119.86, 960
"Lima", 1252.67, 198
"Pomelo", 51.28, 810
"Naranja", 19.06, 950
"Esparrago", 630.41, 214
"Acelga", 21.50, 837
"Sandia", 66.82, 729
"Kinoto", 35.22, 232
"Uva", 702.03, 285
"Limon", 383.09, 686
"Pera", 149.09, 980
"Morron", 2886.15, 684
"Lima", 1003.35, 240
"Brocoli", 360.54, 388
"Uva", 728.63, 297
"Lima", 1356.90, 174
"Lima", 1009.89, 172
"Sandia", 60.35, 954
"Mandarina", 24.64, 1150
"Lima", 1181.87, 206
"Mandarina", 12.96, 1120
"Zanahoria", 30.21, 558
"Zanahoria", 45.18, 516
"Pepino", 35.78, 525
"Zuccini", 77.66, 708
"Durazno", 275.52, 640
"Naranja", 7.68, 930
"Ciruela", 959.33, 792
"Sandia", 58.24, 918
"Frutilla", 285.66, 255
"Calabaza", 18.62, 696
"Frambuesa", 2061.93, 94
"Calabaza", 25.07, 952
"Cebolla", 81.98, 688
"Palta", 495.98, 405
"Caqui", 817.98, 102
"Champignon", 3593.92, 115
"Frutilla", 307.68, 330
"Zanahoria", 37.83, 546
"Uva", 745.64, 360
"Papa", 19.65, 1020
"Durazno", 276.13, 672
"Berenjena", 66.31, 624
"Berenjena", 59.47, 618
"Tomate", 756.02, 1017
"Apio", 41.80, 306
"Higo", 2464.84, 100
"Higo", 2588.71, 88
"Cereza", 1033.43, 212
"Ajo", 918.57, 104
"Zanahoria", 31.41, 564
"Naranja", 11.33, 1020
"Apio", 50.50, 300
"Coliflor", 33.61, 415
"Esparrago", 629.87, 188
"Frutilla", 309.11, 273
"Rabanito", 216.10, 309
"Batata", 19.31, 1080
"TomCherry", 560.20, 170
"Manzana", 128.77, 810
"Batata", 16.40, 900
"Acelga", 25.34, 873
"TomCherry", 526.97, 222
"Pera", 140.44, 800
"Cebolla", 63.81, 864
"Palta", 1092.52, 420
"Apio", 52.99, 267
"Ciruela", 981.74, 810
"Naranja", 9.36, 1150
"Cereza", 1052.51, 226
"Choclo", 56.96, 243
"Lechuga", 44.65, 882
"Naranja", 16.26, 990
"Zuccini", 77.55, 522
"Tomate", 687.48, 909
"Papa", 18.18, 1170
"Brocoli", 386.36, 364
"Lima", 1231.27, 168
"Higo", 2562.15, 98
"Tomate", 805.77, 783
"TomCherry", 545.41, 168
"Lima", 973.51, 172
"Frutilla", 319.27, 339
"Limon", 284.67, 819
"Apio", 47.48, 255
"Sandia", 61.76, 783
"Rabanito", 240.63, 291
"Acelga", 19.96, 936
"Champignon", 3569.45, 114
"Mandarina", 16.00, 830
"Morron", 2907.17, 486
"Alcachofa", 147.96, 291
"Sandia", 49.60, 945
"Frutilla", 312.93, 339
"Cebolla", 71.59, 760
"Manzana", 141.84, 1180
"Naranja", 14.61, 1170
"Brocoli", 333.99, 408
"Palta", 478.06, 600
"Repollo", 6.49, 707
"Lechuga", 46.16, 819
"Zanahoria", 27.65, 648
"Tomate", 691.87, 837
"Naranja", 15.23, 980
"Berenjena", 50.10, 486
"Lima", 977.42, 218
"Mandarina", 26.10, 1150
"Mandarina", 20.05, 990
"Ciruela", 939.91, 792
"Zuccini", 76.84, 564
"Lima", 1354.65, 168
"Palta", 1200.20, 468
"Brocoli", 362.82, 444
"Naranja", 12.10, 1110
"Palta", 1155.95, 456
"Pomelo", 53.80, 927
"Choclo", 51.64, 360
"Cereza", 1003.74, 178
"Lechuga", 45.83, 855
"Lechuga", 43.96, 927
"Acelga", 16.54, 873
"Frutilla", 303.72, 354
"Durazno", 179.28, 648
"Palta", 522.16, 410
"Durazno", 124.53, 760
"Ciruela", 923.74, 801
"Ajo", 900.55, 93
"Brocoli", 340.99, 376
"Zuccini", 96.47, 522
"Limon", 328.35, 749
"Caqui", 837.17, 85
"Berenjena", 58.15, 648
"Durazno", 281.69, 928
"Pepino", 34.32, 555
"Zanahoria", 28.75, 606
"Ajo", 930.06, 82
"Zuccini", 79.33, 510
"Durazno", 308.32, 872
"Rabanito", 216.25, 264
"Naranja", 17.62, 1120
"Higo", 2581.16, 119
"Durazno", 259.73, 920
"Melon", 102.65, 328
"Durazno", 280.81, 920
"Limon", 318.67, 581
"Manzana", 144.88, 1200
"Pepino", 36.53, 425
"Cebolla", 53.66, 832
"Melon", 115.90, 380
"Batata", 19.75, 1070
"Frambuesa", 2036.51, 83
"Ciruela", 957.37, 729
"Brocoli", 370.08, 348
"Pepino", 32.50, 455
"Banana", 69.31, 1110
"Frambuesa", 2081.39, 115
"Alcachofa", 132.88, 285
"Ciruela", 894.04, 774
"Naranja", 18.36, 800
"Frutilla", 304.79, 330
"Melon", 110.18, 416
"TomCherry", 521.07, 194
"Morron", 2928.93, 630
"Naranja", 13.60, 970
"Champignon", 3608.57, 95
"Pepino", 45.28, 465
"Alcachofa", 140.10, 285
"Cebolla", 71.24, 840
"Kiwi", 447.12, 328
"Papa", 13.01, 1180
"Melon", 113.90, 428
"Berenjena", 60.10, 666
"Tomate", 763.78, 972
"Alcachofa", 176.10, 318
"Naranja", 10.31, 1040
"Champignon", 3595.99, 96
"Lima", 1382.46, 220
"Ajo", 890.54, 87
"Morron", 2918.28, 666
"Uva", 706.24, 327
"Pepino", 36.79, 490
"Champignon", 3630.53, 109
"Palta", 1169.51, 432
"Repollo", 4.47, 595
"Repollo", 4.72, 672
"Palta", 1165.33, 380
"Tomate", 708.15, 891
"Pomelo", 45.03, 738
"Calabaza", 21.84, 952
"Frutilla", 277.85, 264
"Mandarina", 26.70, 1120
"Durazno", 164.94, 648
"Manzana", 125.20, 1140
"Batata", 26.63, 1070
"Palta", 1168.31, 428
"Naranja", 17.22, 1070
"Rabanito", 215.02, 270
"Frutilla", 303.34, 264
"Sandia", 55.71, 1008
"Limon", 314.34, 784
"Lima", 998.20, 190
"Choclo", 62.13, 270
"Naranja", 12.19, 810
"Durazno", 291.97, 680
"Lima", 1267.30, 206
"Naranja", 12.03, 860
"Apio", 57.99, 240
"Palta", 1144.15, 440
"Esparrago", 600.98, 216
"Apio", 65.60, 339
"Brocoli", 364.12, 472
"Frutilla", 276.59, 321
"Zuccini", 71.13, 546
"Uva", 719.84, 336
"Zanahoria", 38.36, 654
"TomCherry", 503.36, 232
"Tomate", 784.68, 999
"Frutilla", 277.23, 243
"Zanahoria", 35.05, 636
"Frambuesa", 2003.82, 108
"Kinoto", 33.47, 226
"Frutilla", 273.91, 279
"Acelga", 25.56, 747
"Banana", 81.90, 900
"Naranja", 18.23, 950
"Cebolla", 74.60, 792
"Cebolla", 65.53, 640
"Frambuesa", 2080.34, 111
"Frutilla", 298.94, 333
"Naranja", 17.71, 840
"Melon", 91.67, 480
"Limon", 330.46, 602
"Mandarina", 10.97, 880
"Caqui", 836.45, 104
"Calabaza", 20.58, 784
"Papa", 16.65, 1190
"Limon", 330.03, 742
"Caqui", 813.91, 91
"Lechuga", 50.28, 738
"Alcachofa", 155.88, 351
"Pera", 154.50, 840
"Alcachofa", 165.53, 249
"Ciruela", 983.44, 999
"Coliflor", 29.16, 520
"Durazno", 188.34, 960
"Pepino", 35.20, 505
"Manzana", 148.39, 1020
"Brocoli", 317.34, 352
"Pomelo", 38.36, 864
"Zuccini", 73.47, 528
"Apio", 51.44, 276
"Zanahoria", 30.88, 522
"Naranja", 9.12, 1000
"Papa", 21.97, 1000
"Batata", 18.35, 890
"Mandarina", 26.75, 860
"Berenjena", 53.19, 612
"Sandia", 62.79, 1026
"Morron", 3028.16, 606
"Lima", 1375.14, 188
"Manzana", 129.93, 1030
"Kiwi", 421.51, 372
"Brocoli", 367.68, 392
"Cereza", 1013.62, 210
"Ajo", 900.77, 97
"Lima", 1362.94, 214
"Palta", 496.07, 525
"Manzana", 120.01, 820
"Brocoli", 359.14, 396
"Frambuesa", 2061.32, 102
"Brocoli", 346.24, 364
"Zanahoria", 31.56, 594
"Champignon", 3576.40, 103
"Repollo", 1.14, 735
"Palta", 1125.20, 360
"Berenjena", 59.82, 672
"Esparrago", 629.48, 180
"Lima", 1384.27, 230
"Mandarina", 18.85, 1140
