,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 14:45:00,1.3111111111111111,-0.06666666666666667,3.8666666666666667,0.8444444444444444,-1.9555555555555555,-1.5555555555555556,6.288888888888889,-4.311111111111111,-4.644444444444445,2.2666666666666666,-0.022222222222222223,-4.622222222222222
2020-09-23 14:46:00,1.3333333333333333,-0.2,4.0,0.9111111111111111,-2.1333333333333333,-1.6444444444444444,6.5777777777777775,-4.4,-4.688888888888889,2.1777777777777776,0.15555555555555556,-4.666666666666667
2020-09-23 14:47:00,1.3777777777777778,-0.3111111111111111,4.088888888888889,1.0222222222222221,-2.311111111111111,-1.6888888888888889,6.911111111111111,-4.533333333333333,-4.733333333333333,2.066666666666667,0.3111111111111111,-4.711111111111111
2020-09-23 14:48:00,1.4444444444444444,-0.4,4.177777777777778,1.1111111111111112,-2.488888888888889,-1.6888888888888889,7.2444444444444445,-4.644444444444445,-4.777777777777778,1.9777777777777779,0.4888888888888889,-4.733333333333333
2020-09-23 14:49:00,1.5555555555555556,-0.4444444444444444,4.288888888888889,1.2,-2.6666666666666665,-1.711111111111111,7.622222222222222,-4.711111111111111,-4.822222222222222,1.8666666666666667,0.7111111111111111,-4.777777777777778
2020-09-23 14:50:00,1.6666666666666667,-0.4888888888888889,4.355555555555555,1.288888888888889,-2.888888888888889,-1.7555555555555555,8.0,-4.8,-4.822222222222222,1.711111111111111,0.9333333333333333,-4.844444444444444
2020-09-23 14:51:00,1.7777777777777777,-0.5777777777777777,4.4,1.3555555555555556,-3.066666666666667,-1.8,8.355555555555556,-4.866666666666666,-4.8,1.5555555555555556,1.1555555555555554,-4.933333333333334
2020-09-23 14:52:00,1.8666666666666667,-0.6888888888888889,4.444444444444445,1.4,-3.2888888888888888,-1.8444444444444446,8.666666666666666,-4.888888888888889,-4.7555555555555555,1.4222222222222223,1.3777777777777778,-5.022222222222222
2020-09-23 14:53:00,1.9333333333333333,-0.7777777777777778,4.466666666666667,1.4444444444444444,-3.511111111111111,-1.8666666666666667,8.933333333333334,-4.911111111111111,-4.688888888888889,1.2666666666666666,1.5777777777777777,-5.066666666666666
2020-09-23 14:54:00,1.9555555555555555,-0.8888888888888888,4.444444444444445,1.511111111111111,-3.7111111111111112,-1.8888888888888888,9.2,-4.911111111111111,-4.644444444444445,1.1111111111111112,1.8222222222222222,-5.066666666666666
2020-09-23 14:55:00,2.022222222222222,-1.0,4.4,1.5555555555555556,-3.9555555555555557,-1.9333333333333333,9.466666666666667,-4.866666666666666,-4.5777777777777775,0.9555555555555556,2.066666666666667,-5.066666666666666
2020-09-23 14:56:00,2.111111111111111,-1.1333333333333333,4.377777777777778,1.5777777777777777,-4.177777777777778,-2.0,9.733333333333333,-4.822222222222222,-4.511111111111111,0.7777777777777778,2.2666666666666666,-5.111111111111111
2020-09-23 14:57:00,2.2222222222222223,-1.288888888888889,4.333333333333333,1.6,-4.4,-2.066666666666667,9.977777777777778,-4.8,-4.4222222222222225,0.6,2.488888888888889,-5.155555555555556
2020-09-23 14:58:00,2.3777777777777778,-1.4,4.288888888888889,1.6222222222222222,-4.644444444444445,-2.1555555555555554,10.177777777777777,-4.7555555555555555,-4.333333333333333,0.37777777777777777,2.7333333333333334,-5.155555555555556
2020-09-23 14:59:00,2.488888888888889,-1.511111111111111,4.2444444444444445,1.6222222222222222,-4.911111111111111,-2.2,10.333333333333334,-4.666666666666667,-4.288888888888889,0.15555555555555556,2.977777777777778,-5.177777777777778
2020-09-23 15:00:00,2.6222222222222222,-1.6444444444444444,4.2,1.6,-5.2,-2.2222222222222223,10.488888888888889,-4.6,-4.2444444444444445,-0.044444444444444446,3.2222222222222223,-5.177777777777778
2020-09-23 15:01:00,2.7111111111111112,-1.7333333333333334,4.155555555555556,1.5555555555555556,-5.488888888888889,-2.2444444444444445,10.622222222222222,-4.5777777777777775,-4.2,-0.2222222222222222,3.4444444444444446,-5.155555555555556
2020-09-23 15:02:00,2.7777777777777777,-1.8666666666666667,4.133333333333334,1.511111111111111,-5.822222222222222,-2.2666666666666666,10.8,-4.555555555555555,-4.177777777777778,-0.4444444444444444,3.6222222222222222,-5.177777777777778
2020-09-23 15:03:00,2.8444444444444446,-2.0,4.088888888888889,1.488888888888889,-6.155555555555556,-2.2888888888888888,10.955555555555556,-4.511111111111111,-4.133333333333334,-0.6444444444444445,3.7777777777777777,-5.2
2020-09-23 15:04:00,2.911111111111111,-2.111111111111111,4.022222222222222,1.4666666666666666,-6.444444444444445,-2.2666666666666666,11.088888888888889,-4.488888888888889,-4.044444444444444,-0.8666666666666667,3.888888888888889,-5.177777777777778
2020-09-23 15:05:00,2.977777777777778,-2.2222222222222223,3.9555555555555557,1.4444444444444444,-6.733333333333333,-2.2888888888888888,11.222222222222221,-4.4222222222222225,-3.9555555555555557,-1.0444444444444445,4.022222222222222,-5.177777777777778
2020-09-23 15:06:00,3.022222222222222,-2.3555555555555556,3.888888888888889,1.3777777777777778,-7.044444444444444,-2.2666666666666666,11.333333333333334,-4.355555555555555,-3.911111111111111,-1.2222222222222223,4.133333333333334,-5.2
2020-09-23 15:07:00,3.0444444444444443,-2.488888888888889,3.8,1.3333333333333333,-7.333333333333333,-2.2444444444444445,11.444444444444445,-4.2444444444444445,-3.911111111111111,-1.4222222222222223,4.288888888888889,-5.177777777777778
2020-09-23 15:08:00,3.0444444444444443,-2.6222222222222222,3.6666666666666665,1.2444444444444445,-7.622222222222222,-2.2222222222222223,11.555555555555555,-4.111111111111111,-3.888888888888889,-1.5777777777777777,4.466666666666667,-5.133333333333334
2020-09-23 15:09:00,3.0444444444444443,-2.7777777777777777,3.533333333333333,1.1555555555555554,-7.933333333333334,-2.2,11.644444444444444,-4.022222222222222,-3.888888888888889,-1.7333333333333334,4.6,-5.111111111111111
2020-09-23 15:10:00,3.0,-2.888888888888889,3.4,1.0444444444444445,-8.222222222222221,-2.2,11.755555555555556,-3.9555555555555557,-3.8666666666666667,-1.8444444444444446,4.688888888888889,-5.044444444444444
2020-09-23 15:11:00,2.977777777777778,-2.9555555555555557,3.2222222222222223,0.9777777777777777,-8.511111111111111,-2.1777777777777776,11.844444444444445,-3.888888888888889,-3.8444444444444446,-1.9333333333333333,4.733333333333333,-5.0
2020-09-23 15:12:00,2.9555555555555557,-3.0,3.088888888888889,0.9333333333333333,-8.777777777777779,-2.1555555555555554,11.955555555555556,-3.8444444444444446,-3.8,-2.022222222222222,4.733333333333333,-4.933333333333334
2020-09-23 15:13:00,2.977777777777778,-3.0444444444444443,2.911111111111111,0.9111111111111111,-9.022222222222222,-2.111111111111111,12.044444444444444,-3.7777777777777777,-3.7555555555555555,-2.1333333333333333,4.711111111111111,-4.866666666666666
2020-09-23 15:14:00,2.9555555555555557,-3.0444444444444443,2.7555555555555555,0.8666666666666667,-9.266666666666667,-2.022222222222222,12.11111111111111,-3.688888888888889,-3.7111111111111112,-2.2444444444444445,4.688888888888889,-4.822222222222222
2020-09-23 15:15:00,2.933333333333333,-3.088888888888889,2.6,0.8,-9.488888888888889,-1.8888888888888888,12.177777777777777,-3.6222222222222222,-3.688888888888889,-2.3333333333333335,4.666666666666667,-4.7555555555555555
2020-09-23 15:16:00,2.933333333333333,-3.1555555555555554,2.422222222222222,0.7333333333333333,-9.688888888888888,-1.7333333333333334,12.244444444444444,-3.533333333333333,-3.7111111111111112,-2.422222222222222,4.6,-4.688888888888889
2020-09-23 15:17:00,2.933333333333333,-3.2444444444444445,2.2666666666666666,0.7111111111111111,-9.88888888888889,-1.6,12.333333333333334,-3.422222222222222,-3.7333333333333334,-2.488888888888889,4.555555555555555,-4.622222222222222
2020-09-23 15:18:00,2.933333333333333,-3.3777777777777778,2.111111111111111,0.7333333333333333,-10.133333333333333,-1.4444444444444444,12.444444444444445,-3.3333333333333335,-3.7555555555555555,-2.533333333333333,4.488888888888889,-4.533333333333333
2020-09-23 15:19:00,2.888888888888889,-3.533333333333333,2.0,0.7555555555555555,-10.377777777777778,-1.3333333333333333,12.533333333333333,-3.2222222222222223,-3.7777777777777777,-2.6222222222222222,4.4222222222222225,-4.466666666666667
2020-09-23 15:20:00,2.8444444444444446,-3.7111111111111112,1.8444444444444446,0.7555555555555555,-10.666666666666666,-1.2666666666666666,12.577777777777778,-3.1333333333333333,-3.7555555555555555,-2.7111111111111112,4.311111111111111,-4.4222222222222225
2020-09-23 15:21:00,2.8222222222222224,-3.8666666666666667,1.6666666666666667,0.7111111111111111,-10.955555555555556,-1.2222222222222223,12.577777777777778,-3.088888888888889,-3.7333333333333334,-2.8,4.155555555555556,-4.355555555555555
2020-09-23 15:22:00,2.8222222222222224,-4.022222222222222,1.488888888888889,0.6222222222222222,-11.222222222222221,-1.1777777777777778,12.6,-3.022222222222222,-3.688888888888889,-2.888888888888889,3.9555555555555557,-4.288888888888889
2020-09-23 15:23:00,2.8222222222222224,-4.2,1.3111111111111111,0.5555555555555556,-11.511111111111111,-1.1333333333333333,12.644444444444444,-2.9555555555555557,-3.688888888888889,-2.933333333333333,3.7777777777777777,-4.266666666666667
2020-09-23 15:24:00,2.7777777777777777,-4.355555555555555,1.1555555555555554,0.4888888888888889,-11.822222222222223,-1.1111111111111112,12.71111111111111,-2.8666666666666667,-3.7333333333333334,-2.9555555555555557,3.577777777777778,-4.2444444444444445
2020-09-23 15:25:00,2.7111111111111112,-4.488888888888889,0.9555555555555556,0.4666666666666667,-12.133333333333333,-1.0888888888888888,12.733333333333333,-2.7777777777777777,-3.7777777777777777,-2.9555555555555557,3.3555555555555556,-4.2
2020-09-23 15:26:00,2.6,-4.5777777777777775,0.8,0.4222222222222222,-12.444444444444445,-1.0666666666666667,12.755555555555556,-2.688888888888889,-3.7777777777777777,-2.911111111111111,3.1333333333333333,-4.111111111111111
2020-09-23 15:27:00,2.511111111111111,-4.688888888888889,0.6666666666666666,0.35555555555555557,-12.755555555555556,-1.0222222222222221,12.755555555555556,-2.6222222222222222,-3.7333333333333334,-2.8666666666666667,2.8666666666666667,-4.022222222222222
2020-09-23 15:28:00,2.4444444444444446,-4.7555555555555555,0.5777777777777777,0.3333333333333333,-13.066666666666666,-0.9333333333333333,12.755555555555556,-2.533333333333333,-3.688888888888889,-2.8222222222222224,2.5555555555555554,-3.9555555555555557
2020-09-23 15:29:00,2.3777777777777778,-4.8,0.4666666666666667,0.3111111111111111,-13.377777777777778,-0.8666666666666667,12.755555555555556,-2.4444444444444446,-3.6666666666666665,-2.8,2.2888888888888888,-3.888888888888889
2020-09-23 15:30:00,2.3333333333333335,-4.822222222222222,0.37777777777777777,0.3333333333333333,-13.688888888888888,-0.7777777777777778,12.777777777777779,-2.3333333333333335,-3.6222222222222222,-2.8222222222222224,2.0444444444444443,-3.8666666666666667
2020-09-23 15:31:00,2.2888888888888888,-4.822222222222222,0.3111111111111111,0.3333333333333333,-13.977777777777778,-0.6888888888888889,12.755555555555556,-2.2444444444444445,-3.577777777777778,-2.8222222222222224,1.8,-3.8666666666666667
2020-09-23 15:32:00,2.2222222222222223,-4.866666666666666,0.26666666666666666,0.3111111111111111,-14.28888888888889,-0.6222222222222222,12.733333333333333,-2.1333333333333333,-3.577777777777778,-2.8444444444444446,1.5777777777777777,-3.8666666666666667
2020-09-23 15:33:00,2.1555555555555554,-4.933333333333334,0.2,0.28888888888888886,-14.555555555555555,-0.6,12.71111111111111,-2.022222222222222,-3.577777777777778,-2.888888888888889,1.3333333333333333,-3.8444444444444446
2020-09-23 15:34:00,2.088888888888889,-5.022222222222222,0.1111111111111111,0.2222222222222222,-14.844444444444445,-0.5777777777777777,12.666666666666666,-1.9333333333333333,-3.577777777777778,-2.911111111111111,1.0888888888888888,-3.8
2020-09-23 15:35:00,2.0,-5.088888888888889,0.044444444444444446,0.13333333333333333,-15.088888888888889,-0.5555555555555556,12.622222222222222,-1.8222222222222222,-3.577777777777778,-2.933333333333333,0.8666666666666667,-3.7555555555555555
2020-09-23 15:36:00,1.9111111111111112,-5.111111111111111,-0.022222222222222223,0.06666666666666667,-15.333333333333334,-0.4888888888888889,12.577777777777778,-1.711111111111111,-3.5555555555555554,-2.977777777777778,0.6666666666666666,-3.688888888888889
2020-09-23 15:37:00,1.8,-5.111111111111111,-0.08888888888888889,0.044444444444444446,-15.555555555555555,-0.4666666666666667,12.533333333333333,-1.6444444444444444,-3.533333333333333,-3.022222222222222,0.5111111111111111,-3.6222222222222222
2020-09-23 15:38:00,1.7333333333333334,-5.111111111111111,-0.15555555555555556,0.022222222222222223,-15.8,-0.4444444444444444,12.488888888888889,-1.5555555555555556,-3.511111111111111,-3.066666666666667,0.4,-3.5555555555555554
2020-09-23 15:39:00,1.711111111111111,-5.066666666666666,-0.2,-0.022222222222222223,-16.066666666666666,-0.4666666666666667,12.444444444444445,-1.4666666666666666,-3.488888888888889,-3.066666666666667,0.28888888888888886,-3.533333333333333
2020-09-23 15:40:00,1.6444444444444444,-5.044444444444444,-0.24444444444444444,-0.022222222222222223,-16.333333333333332,-0.4888888888888889,12.377777777777778,-1.4,-3.466666666666667,-3.088888888888889,0.2,-3.488888888888889
2020-09-23 15:41:00,1.6,-5.044444444444444,-0.3333333333333333,0.022222222222222223,-16.622222222222224,-0.5333333333333333,12.311111111111112,-1.288888888888889,-3.466666666666667,-3.111111111111111,0.1111111111111111,-3.4444444444444446
2020-09-23 15:42:00,1.511111111111111,-5.022222222222222,-0.4222222222222222,0.022222222222222223,-16.91111111111111,-0.6,12.244444444444444,-1.2,-3.488888888888889,-3.1777777777777776,0.022222222222222223,-3.3777777777777778
2020-09-23 15:43:00,1.4222222222222223,-5.044444444444444,-0.5111111111111111,0.044444444444444446,-17.2,-0.6222222222222222,12.2,-1.0888888888888888,-3.511111111111111,-3.2444444444444445,-0.044444444444444446,-3.3555555555555556
2020-09-23 15:44:00,1.3555555555555556,-5.066666666666666,-0.6,0.1111111111111111,-17.488888888888887,-0.6444444444444445,12.177777777777777,-1.0,-3.511111111111111,-3.2888888888888888,-0.13333333333333333,-3.3333333333333335
2020-09-23 15:45:00,1.2666666666666666,-5.044444444444444,-0.6888888888888889,0.2,-17.755555555555556,-0.6444444444444445,12.133333333333333,-0.8666666666666667,-3.511111111111111,-3.311111111111111,-0.2222222222222222,-3.311111111111111
2020-09-23 15:46:00,1.1777777777777778,-5.044444444444444,-0.8,0.28888888888888886,-18.044444444444444,-0.6666666666666666,12.133333333333333,-0.6888888888888889,-3.511111111111111,-3.3333333333333335,-0.28888888888888886,-3.2888888888888888
2020-09-23 15:47:00,1.0888888888888888,-5.044444444444444,-0.8888888888888888,0.35555555555555557,-18.333333333333332,-0.6666666666666666,12.11111111111111,-0.4888888888888889,-3.466666666666667,-3.311111111111111,-0.3333333333333333,-3.2444444444444445
2020-09-23 15:48:00,1.0,-5.044444444444444,-0.9333333333333333,0.4,-18.6,-0.6666666666666666,12.066666666666666,-0.26666666666666666,-3.422222222222222,-3.3333333333333335,-0.35555555555555557,-3.2444444444444445
2020-09-23 15:49:00,0.9555555555555556,-5.044444444444444,-0.9555555555555556,0.4666666666666667,-18.88888888888889,-0.6888888888888889,12.022222222222222,-0.06666666666666667,-3.422222222222222,-3.3555555555555556,-0.37777777777777777,-3.2888888888888888
2020-09-23 15:50:00,0.8666666666666667,-5.022222222222222,-0.9555555555555556,0.5333333333333333,-19.155555555555555,-0.6888888888888889,11.933333333333334,0.13333333333333333,-3.3777777777777778,-3.3777777777777778,-0.4,-3.2888888888888888
2020-09-23 15:51:00,0.8222222222222222,-5.0,-0.9111111111111111,0.6,-19.4,-0.6888888888888889,11.844444444444445,0.3333333333333333,-3.311111111111111,-3.4,-0.4,-3.2888888888888888
2020-09-23 15:52:00,0.7555555555555555,-4.955555555555556,-0.8222222222222222,0.6666666666666666,-19.622222222222224,-0.6666666666666666,11.755555555555556,0.4888888888888889,-3.2222222222222223,-3.3777777777777778,-0.4,-3.3333333333333335
2020-09-23 15:53:00,0.7333333333333333,-4.911111111111111,-0.7333333333333333,0.7777777777777778,-19.866666666666667,-0.6444444444444445,11.644444444444444,0.6444444444444445,-3.1555555555555554,-3.3777777777777778,-0.4,-3.4
2020-09-23 15:54:00,0.7555555555555555,-4.844444444444444,-0.6222222222222222,0.8666666666666667,-20.11111111111111,-0.6222222222222222,11.577777777777778,0.8222222222222222,-3.088888888888889,-3.3333333333333335,-0.35555555555555557,-3.4444444444444446
2020-09-23 15:55:00,0.8,-4.777777777777778,-0.5111111111111111,0.9555555555555556,-20.377777777777776,-0.6,11.466666666666667,1.0444444444444445,-3.022222222222222,-3.2888888888888888,-0.28888888888888886,-3.511111111111111
2020-09-23 15:56:00,0.8,-4.733333333333333,-0.37777777777777777,1.0,-20.644444444444446,-0.5777777777777777,11.333333333333334,1.2444444444444445,-3.0,-3.2222222222222223,-0.17777777777777778,-3.577777777777778
2020-09-23 15:57:00,0.7777777777777778,-4.733333333333333,-0.26666666666666666,1.0666666666666667,-20.955555555555556,-0.6,11.177777777777777,1.488888888888889,-2.977777777777778,-3.1555555555555554,-0.022222222222222223,-3.6666666666666665
2020-09-23 15:58:00,0.7555555555555555,-4.777777777777778,-0.13333333333333333,1.1333333333333333,-21.244444444444444,-0.6,11.044444444444444,1.711111111111111,-3.0,-3.111111111111111,0.15555555555555556,-3.7555555555555555
2020-09-23 15:59:00,0.7777777777777778,-4.822222222222222,0.022222222222222223,1.2444444444444445,-21.488888888888887,-0.6,10.911111111111111,1.9333333333333333,-2.977777777777778,-3.066666666666667,0.35555555555555557,-3.8
2020-09-23 16:00:00,0.7777777777777778,-4.822222222222222,0.2,1.3555555555555556,-21.733333333333334,-0.6222222222222222,10.777777777777779,2.1555555555555554,-2.933333333333333,-3.022222222222222,0.5555555555555556,-3.8444444444444446
2020-09-23 16:01:00,0.7555555555555555,-4.822222222222222,0.37777777777777777,1.4666666666666666,-21.955555555555556,-0.6888888888888889,10.644444444444444,2.3777777777777778,-2.8666666666666667,-2.977777777777778,0.8,-3.888888888888889
